gene,group_1_with_mut,group_1_without_mut,group_2_with_mut,group_2_without_mut,chi2_p,mwu_p,chi2_neglogp,mwu_neglogp
TADA1,2,258,1,21,0.5648817379827518,1.0,0.24804246530884852,-0.0
FASLG,10,250,0,22,0.736619943881955,1.0,0.13275652685956768,-0.0
TNR,55,205,1,21,0.11032972348744771,0.6344023239653573,0.9573074702653532,0.19763523476440878
PAPPA2,51,209,1,21,0.14323527125954716,0.07240734006074492,0.8439500251341944,1.1402174063677832
LHX4,3,257,0,22,1.0,1.0,-0.0,-0.0
LAMC1,10,250,0,22,0.736619943881955,1.0,0.13275652685956768,-0.0
HMCN1,42,218,0,22,0.08333737663580124,1.0,1.0791601747514008,-0.0
BRINP3,36,224,2,20,0.7625968305664445,0.5700906432854715,0.11770500403266593,0.24405608687314448
GLRX2,1,259,0,22,1.0,1.0,-0.0,-0.0
CRB1,27,233,1,21,0.611351397778899,0.6224606558934543,0.21370909049615272,0.20588809398060645
TNNT2,5,255,0,22,1.0,1.0,-0.0,-0.0
IKBKE,7,253,1,21,1.0,1.0,-0.0,-0.0
LAMB3,11,249,1,21,1.0,1.0,-0.0,-0.0
KCNK2,15,245,1,21,1.0,0.6650055421020291,-0.0,0.17717473530697075
NUP133,9,251,0,22,0.7984696058588936,1.0,0.09774161084546562,-0.0
AGT,3,257,0,22,1.0,1.0,-0.0,-0.0
MLK4,5,255,0,22,1.0,1.0,-0.0,-0.0
ACTN2,21,239,1,21,0.8578712353668837,1.0,0.06657789393018221,-0.0
MAP1LC3C,8,252,0,22,0.8681671105146213,1.0,0.06139667091907676,-0.0
OR2G3,15,245,0,22,0.507258633561859,1.0,0.29477055252257905,-0.0
TRIM58,19,241,2,20,1.0,0.40394671008129557,-0.0,0.39367592460263773
OR2T8,9,251,1,21,1.0,1.0,-0.0,-0.0
OR2L13,31,229,3,19,1.0,0.4013182728892658,-0.0,0.39651106544855247
OR2M4,18,242,0,22,0.4114466736424923,1.0,0.38568644439714733,-0.0
PREB,6,254,1,21,1.0,1.0,-0.0,-0.0
FOSL2,1,259,1,21,0.3627530371159481,1.0,0.4403889427849873,-0.0
ALK,17,243,0,22,0.4408324766036329,1.0,0.35572641803514515,-0.0
LTBP1,25,235,1,21,0.685099524460498,0.011606559575880577,0.16424633393186944,1.9352964950450724
CRIM1,7,253,0,22,0.9475456644370799,1.0,0.023399851190850834,-0.0
ABCG8,12,248,1,21,1.0,1.0,-0.0,-0.0
LHCGR,9,251,1,21,1.0,1.0,-0.0,-0.0
USP34,15,245,1,21,1.0,1.0,-0.0,-0.0
HZGJ,4,256,1,21,0.8532652430665986,1.0,0.0689159445722304,-0.0
CTNNA2,34,226,2,20,0.8373606253511475,0.4339832291499899,0.07708746450373587,0.36252705304128185
IGKV2-26,3,257,0,22,1.0,1.0,-0.0,-0.0
COX5B,1,259,0,22,1.0,1.0,-0.0,-0.0
SCTR,4,256,0,22,1.0,1.0,-0.0,-0.0
CFC1,4,256,0,22,1.0,1.0,-0.0,-0.0
POTEE,17,243,1,21,1.0,0.5628337539173256,-0.0,0.24961986521656712
CCDC74A,8,252,1,21,1.0,1.0,-0.0,-0.0
LRP1B,88,172,5,17,0.4070991882433773,0.04755530550152843,0.39029976360383156,1.322801024015702
KCNJ3,17,243,0,22,0.4408324766036329,1.0,0.35572641803514515,-0.0
LY75,10,250,0,22,0.736619943881955,1.0,0.13275652685956768,-0.0
ABCB11,13,247,1,21,1.0,1.0,-0.0,-0.0
LRP2,37,223,1,21,0.34092696362964126,0.685044859366384,0.467338649423852,0.16428098830701304
WIPF1,8,252,0,22,0.8681671105146213,1.0,0.06139667091907676,-0.0
SSFA2,13,247,1,21,1.0,1.0,-0.0,-0.0
PARD3B,17,243,0,22,0.4408324766036329,1.0,0.35572641803514515,-0.0
INO80D,3,257,1,21,0.7241644115231185,0.24821307898992362,0.1401628220471846,0.6051753381334227
C2orf80,3,257,1,21,0.7241644115231185,1.0,0.1401628220471846,-0.0
CPS1,26,234,2,20,1.0,0.08058433908583033,-0.0,1.0937493516126002
VWC2L,7,253,0,22,0.9475456644370799,1.0,0.023399851190850834,-0.0
RNF25,2,258,0,22,1.0,1.0,-0.0,-0.0
ESPNL,7,253,0,22,0.9475456644370799,1.0,0.023399851190850834,-0.0
IQSEC1,6,254,0,22,1.0,1.0,-0.0,-0.0
NEK10,8,252,0,22,0.8681671105146213,1.0,0.06139667091907676,-0.0
ZNF445,7,253,1,21,1.0,1.0,-0.0,-0.0
ZKSCAN7,6,254,1,21,1.0,1.0,-0.0,-0.0
DUSP7,2,258,0,22,1.0,1.0,-0.0,-0.0
TMF1,4,256,0,22,1.0,1.0,-0.0,-0.0
PDZRN3,16,244,2,20,0.9306981250573003,0.8596837951986662,0.03119116099644506,0.06566125951523763
CNTN3,17,243,1,21,1.0,0.7664327164541457,-0.0,0.11552596495216301
EPHA3,26,234,2,20,1.0,0.4902572907747603,-0.0,0.30957593907842773
PROS1,18,242,1,21,1.0,1.0,-0.0,-0.0
OR5H15,9,251,0,22,0.7984696058588936,1.0,0.09774161084546562,-0.0
ZPLD1,7,253,1,21,1.0,1.0,-0.0,-0.0
MYH15,10,250,1,21,1.0,1.0,-0.0,-0.0
MORC1,10,250,0,22,0.736619943881955,1.0,0.13275652685956768,-0.0
BFSP2,7,253,0,22,0.9475456644370799,1.0,0.023399851190850834,-0.0
STAG1,6,254,1,21,1.0,1.0,-0.0,-0.0
PAQR9,6,254,0,22,1.0,1.0,-0.0,-0.0
ZIC1,13,247,1,21,1.0,0.8387291374048025,-0.0,0.07637826935369052
SI,43,217,2,20,0.5400345183118175,0.5337336017051604,0.2675784797451233,0.2726754549146721
WDR49,16,244,1,21,1.0,0.8551321405847059,-0.0,0.06796677007584277
ATP11B,4,256,0,22,1.0,1.0,-0.0,-0.0
ZNF595,11,249,0,22,0.6812632438718771,1.0,0.16668504187556904,-0.0
GAK,8,252,0,22,0.8681671105146213,1.0,0.06139667091907676,-0.0
POLN,4,256,0,22,1.0,1.0,-0.0,-0.0
BOD1L1,25,235,1,21,0.685099524460498,0.8853251287818249,0.16424633393186944,0.05289720873146542
OCIAD2,3,257,0,22,1.0,1.0,-0.0,-0.0
EPHA5,29,231,2,20,1.0,0.5183167617587021,-0.0,0.2854047463570651
TMPRSS11D,10,250,0,22,0.736619943881955,1.0,0.13275652685956768,-0.0
CABS1,10,250,1,21,1.0,1.0,-0.0,-0.0
SEC31A,2,258,1,21,0.5648817379827518,1.0,0.24804246530884852,-0.0
HSP90AB3P,5,255,1,21,0.960834432283691,1.0,0.017351442030147005,-0.0
CCSER1,12,248,2,20,0.6767788881686272,1.0,0.1695531973905374,-0.0
GRID2,23,237,0,22,0.2936999883845028,1.0,0.5320960706530473,-0.0
PDHA2,13,247,0,22,0.5861415720561547,1.0,0.23199747521569128,-0.0
PCDH10,39,221,3,19,1.0,0.41020546771794264,-0.0,0.3869985551234174
DDX60L,14,246,0,22,0.5449417902908105,1.0,0.2636498858070946,-0.0
ADAMTS16,24,236,1,21,0.7249895589459954,1.0,0.13966824794595997,-0.0
ADCY2,27,233,1,21,0.611351397778899,1.0,0.21370909049615272,-0.0
SEMA5A,21,239,1,21,0.8578712353668837,0.2271588155482268,0.06657789393018221,0.643670404481492
FBXL7,26,234,0,22,0.24079673590881145,1.0,0.6183494044009218,-0.0
PRDM9,36,224,0,22,0.12454054137202655,1.0,0.9046892507523033,-0.0
CDH10,41,219,1,21,0.2678681633070404,0.6712468909747564,0.5720789001345912,0.17311771281661043
DROSHA,10,250,1,21,1.0,0.813663715766792,-0.0,0.08955505034777018
NPR3,14,246,1,21,1.0,1.0,-0.0,-0.0
HCN1,38,222,2,20,0.6928899957134368,0.5409789308529147,0.15933570917866466,0.2668196487427816
DHX29,5,255,0,22,1.0,1.0,-0.0,-0.0
ADGRV1,25,235,0,22,0.2572324704867164,1.0,0.5896742112410692,-0.0
ALDH7A1,3,257,0,22,1.0,1.0,-0.0,-0.0
FBN2,38,222,1,21,0.3211209942463594,0.5201427485420803,0.49333130020337873,0.28387745175679235
DDX46,1,259,0,22,1.0,1.0,-0.0,-0.0
PCDHA11,10,250,0,22,0.736619943881955,1.0,0.13275652685956768,-0.0
PCDHB3,21,239,0,22,0.3356861910800977,1.0,0.47406652369408836,-0.0
PCDHB6,26,234,3,19,0.862119385114494,1.0,0.06443258950435936,-0.0
PCDHB14,20,240,0,22,0.35907321132452297,1.0,0.44481699422761795,-0.0
SH3TC2,7,253,0,22,0.9475456644370799,1.0,0.023399851190850834,-0.0
AFAP1L1,5,255,0,22,1.0,1.0,-0.0,-0.0
FAM71B,17,243,1,21,1.0,1.0,-0.0,-0.0
EBF1,7,253,0,22,0.9475456644370799,1.0,0.023399851190850834,-0.0
DOCK2,37,223,3,19,1.0,0.9214967885108831,-0.0,0.03550617399285369
ADAMTS2,19,241,1,21,0.9584134299581799,1.0,0.01844710927460461,-0.0
C6orf195,2,258,0,22,1.0,1.0,-0.0,-0.0
BLOC1S5,3,257,0,22,1.0,1.0,-0.0,-0.0
BTN3A1,5,255,0,22,1.0,1.0,-0.0,-0.0
TRIM27,4,256,0,22,1.0,1.0,-0.0,-0.0
DDR1,3,257,1,21,0.7241644115231185,1.0,0.1401628220471846,-0.0
TTBK1,7,253,0,22,0.9475456644370799,1.0,0.023399851190850834,-0.0
AARS2,6,254,1,21,1.0,1.0,-0.0,-0.0
CYP39A1,1,259,0,22,1.0,1.0,-0.0,-0.0
TDRD6,13,247,0,22,0.5861415720561547,1.0,0.23199747521569128,-0.0
FAM83B,23,237,2,20,1.0,0.5822454461410165,-0.0,0.2348938994846719
BEND6,7,253,0,22,0.9475456644370799,1.0,0.023399851190850834,-0.0
SLC25A51P1,12,248,1,21,1.0,1.0,-0.0,-0.0
MDN1,16,244,1,21,1.0,1.0,-0.0,-0.0
GJA10,5,255,1,21,0.960834432283691,1.0,0.017351442030147005,-0.0
MARCKS,2,258,0,22,1.0,1.0,-0.0,-0.0
TBC1D32,5,255,0,22,1.0,1.0,-0.0,-0.0
IFNGR1,5,255,0,22,1.0,1.0,-0.0,-0.0
TIAM2,10,250,0,22,0.736619943881955,1.0,0.13275652685956768,-0.0
MLLT4,6,254,1,21,1.0,1.0,-0.0,-0.0
AHR,7,253,0,22,0.9475456644370799,1.0,0.023399851190850834,-0.0
DNAH11,36,224,0,22,0.12454054137202655,1.0,0.9046892507523033,-0.0
GPNMB,8,252,0,22,0.8681671105146213,1.0,0.06139667091907676,-0.0
GLI3,22,238,2,20,1.0,0.8801684549067255,-0.0,0.055434200537261016
TNS3,12,248,0,22,0.6313704751406607,1.0,0.19971573093809203,-0.0
C7orf57,3,257,0,22,1.0,1.0,-0.0,-0.0
TUBBP6,10,250,0,22,0.736619943881955,1.0,0.13275652685956768,-0.0
ZNF479,26,234,1,21,0.6472514561813095,1.0,0.18892696381963192,-0.0
ZNF680,7,253,0,22,0.9475456644370799,1.0,0.023399851190850834,-0.0
KRIT1,2,258,0,22,1.0,1.0,-0.0,-0.0
TECPR1,7,253,1,21,1.0,1.0,-0.0,-0.0
MUC17,52,208,5,17,0.9765379167369882,0.26614425497738503,0.010310889385903525,0.5748829041241361
RP11-3L10.3,3,257,0,22,1.0,1.0,-0.0,-0.0
GRM8,23,237,1,21,0.7670172851305044,0.7373156772164182,0.11519484889037866,0.13234653178766762
TRPV5,21,239,0,22,0.3356861910800977,1.0,0.47406652369408836,-0.0
OR2F2,7,253,1,21,1.0,1.0,-0.0,-0.0
CDK5,4,256,0,22,1.0,1.0,-0.0,-0.0
CSMD1,58,202,2,20,0.23673919587534922,0.3867919794519623,0.6257298318760507,0.412522540059225
MCM4,5,255,0,22,1.0,1.0,-0.0,-0.0
SNTG1,39,221,2,20,0.6599080191737761,0.5873788692637958,0.18051659407800533,0.23108168111454466
PENK,4,256,0,22,1.0,1.0,-0.0,-0.0
TTPA,4,256,0,22,1.0,1.0,-0.0,-0.0
EYA1,12,248,1,21,1.0,1.0,-0.0,-0.0
YWHAZ,1,259,0,22,1.0,1.0,-0.0,-0.0
CSMD3,99,161,8,14,1.0,0.6981643459766766,-0.0,0.15604233360972222
KCNQ3,7,253,1,21,1.0,1.0,-0.0,-0.0
FAM135B,40,220,2,20,0.6281524654749482,0.48227774882226415,0.2019349312979277,0.3167027749568864
TSNARE1,6,254,0,22,1.0,1.0,-0.0,-0.0
GML,6,254,0,22,1.0,1.0,-0.0,-0.0
GPIHBP1,3,257,0,22,1.0,1.0,-0.0,-0.0
PLEC,31,229,0,22,0.1732681708639227,1.0,0.7612812092868788,-0.0
DENND4C,3,257,0,22,1.0,1.0,-0.0,-0.0
MOB3B,1,259,0,22,1.0,1.0,-0.0,-0.0
LINGO2,13,247,0,22,0.5861415720561547,1.0,0.23199747521569128,-0.0
TOPORS,6,254,0,22,1.0,1.0,-0.0,-0.0
TAF1L,34,226,1,21,0.407299914788118,0.8382564863858263,0.3900856807734524,0.07662307733764766
ARHGEF39,2,258,0,22,1.0,1.0,-0.0,-0.0
SPATA31A3,14,246,0,22,0.5449417902908105,1.0,0.2636498858070946,-0.0
SPATA31B1P,3,257,0,22,1.0,1.0,-0.0,-0.0
ROR2,18,242,0,22,0.4114466736424923,1.0,0.38568644439714733,-0.0
ZNF484,7,253,0,22,0.9475456644370799,1.0,0.023399851190850834,-0.0
NUTM2F,5,255,0,22,1.0,1.0,-0.0,-0.0
PPP3R2,4,256,0,22,1.0,1.0,-0.0,-0.0
OR13F1,9,251,0,22,0.7984696058588936,1.0,0.09774161084546562,-0.0
KIAA1958,5,255,0,22,1.0,1.0,-0.0,-0.0
PAPPA,16,244,0,22,0.47267191885392634,1.0,0.3254401980970042,-0.0
TTLL11,4,256,1,21,0.8532652430665986,1.0,0.0689159445722304,-0.0
GAPVD1,9,251,0,22,0.7984696058588936,1.0,0.09774161084546562,-0.0
PPP1R26,7,253,0,22,0.9475456644370799,1.0,0.023399851190850834,-0.0
UAP1L1,2,258,0,22,1.0,1.0,-0.0,-0.0
TUBB8,6,254,0,22,1.0,1.0,-0.0,-0.0
PFKP,4,256,0,22,1.0,1.0,-0.0,-0.0
USP6NL,5,255,0,22,1.0,1.0,-0.0,-0.0
MRC1,26,234,3,19,0.862119385114494,0.5098577807337943,0.06443258950435936,0.29255094871789705
MSRB2,3,257,0,22,1.0,1.0,-0.0,-0.0
ANKRD26,10,250,0,22,0.736619943881955,1.0,0.13275652685956768,-0.0
KIAA1462,13,247,0,22,0.5861415720561547,1.0,0.23199747521569128,-0.0
ZNF33B,8,252,0,22,0.8681671105146213,1.0,0.06139667091907676,-0.0
FAM13C,7,253,0,22,0.9475456644370799,1.0,0.023399851190850834,-0.0
STOX1,7,253,0,22,0.9475456644370799,1.0,0.023399851190850834,-0.0
ADAMTS14,13,247,0,22,0.5861415720561547,1.0,0.23199747521569128,-0.0
USP54,5,255,0,22,1.0,1.0,-0.0,-0.0
TLL2,20,240,0,22,0.35907321132452297,1.0,0.44481699422761795,-0.0
C10orf2,5,255,0,22,1.0,1.0,-0.0,-0.0
PPRC1,9,251,0,22,0.7984696058588936,1.0,0.09774161084546562,-0.0
CYP17A1,5,255,0,22,1.0,1.0,-0.0,-0.0
CFAP43,8,252,0,22,0.8681671105146213,1.0,0.06139667091907676,-0.0
ANO9,1,259,0,22,1.0,1.0,-0.0,-0.0
ART1,5,255,0,22,1.0,1.0,-0.0,-0.0
OR51S1,11,249,0,22,0.6812632438718771,1.0,0.16668504187556904,-0.0
OR51G2,9,251,0,22,0.7984696058588936,1.0,0.09774161084546562,-0.0
OR52A1,7,253,0,22,0.9475456644370799,1.0,0.023399851190850834,-0.0
IGSF22,9,251,0,22,0.7984696058588936,1.0,0.09774161084546562,-0.0
OR5D18,10,250,1,21,1.0,0.15304188415881997,-0.0,0.8151896961776931
OR5L2,19,241,1,21,0.9584134299581799,1.0,0.01844710927460461,-0.0
OR5T2,12,248,4,18,0.030678165705922005,1.0,1.5131706110728436,-0.0
OR5M10,7,253,1,21,1.0,1.0,-0.0,-0.0
OR10W1,7,253,0,22,0.9475456644370799,1.0,0.023399851190850834,-0.0
MS4A14,12,248,1,21,1.0,1.0,-0.0,-0.0
RAB3IL1,3,257,0,22,1.0,1.0,-0.0,-0.0
PAAF1,2,258,0,22,1.0,1.0,-0.0,-0.0
RPS3,2,258,1,21,0.5648817379827518,1.0,0.24804246530884852,-0.0
CCDC89,5,255,0,22,1.0,1.0,-0.0,-0.0
EED,6,254,1,21,1.0,1.0,-0.0,-0.0
BIRC2,1,259,0,22,1.0,1.0,-0.0,-0.0
ZC3H12C,8,252,0,22,0.8681671105146213,1.0,0.06139667091907676,-0.0
NCAM1,17,243,1,21,1.0,0.6902419821041983,-0.0,0.16099862945237525
TRIM29,9,251,0,22,0.7984696058588936,1.0,0.09774161084546562,-0.0
ST3GAL4,3,257,0,22,1.0,1.0,-0.0,-0.0
KRAS,78,182,4,18,0.3536176936880624,0.6652383189151287,0.45146601266676734,0.17702274259429812
ALG10,7,253,0,22,0.9475456644370799,1.0,0.023399851190850834,-0.0
KMT2D,28,232,2,20,1.0,1.0,-0.0,-0.0
SLC11A2,3,257,0,22,1.0,1.0,-0.0,-0.0
OR9K2,6,254,0,22,1.0,1.0,-0.0,-0.0
RDH16,3,257,0,22,1.0,1.0,-0.0,-0.0
FAM19A2,5,255,0,22,1.0,1.0,-0.0,-0.0
TBK1,2,258,0,22,1.0,1.0,-0.0,-0.0
PPFIA2,10,250,1,21,1.0,1.0,-0.0,-0.0
CCER1,9,251,0,22,0.7984696058588936,1.0,0.09774161084546562,-0.0
LUM,9,251,0,22,0.7984696058588936,1.0,0.09774161084546562,-0.0
CMKLR1,5,255,2,20,0.17340938930438515,0.7518296340458492,0.7609273912157104,0.1238805601745527
CUX2,21,239,1,21,0.8578712353668837,0.8745084012530848,0.06657789393018221,0.05823601397223443
TBX5,14,246,0,22,0.5449417902908105,1.0,0.2636498858070946,-0.0
MED13L,12,248,0,22,0.6313704751406607,1.0,0.19971573093809203,-0.0
PEBP1,1,259,0,22,1.0,1.0,-0.0,-0.0
TAOK3,4,256,0,22,1.0,1.0,-0.0,-0.0
SBNO1,6,254,0,22,1.0,1.0,-0.0,-0.0
MMP17,7,253,2,20,0.3135146900050239,1.0,0.5037421051086924,-0.0
SKA3,1,259,0,22,1.0,1.0,-0.0,-0.0
VWA8,6,254,0,22,1.0,1.0,-0.0,-0.0
DGKH,5,255,0,22,1.0,1.0,-0.0,-0.0
SPERT,6,254,1,21,1.0,0.7518296340458492,-0.0,0.1238805601745527
KPNA3,3,257,0,22,1.0,1.0,-0.0,-0.0
ALG11,4,256,0,22,1.0,1.0,-0.0,-0.0
CKAP2,4,256,2,20,0.11233689328873196,1.0,0.9494775908410147,-0.0
POU4F1,4,256,0,22,1.0,1.0,-0.0,-0.0
ERCC5,10,250,0,22,0.736619943881955,1.0,0.13275652685956768,-0.0
RNASE12,3,257,1,21,0.7241644115231185,1.0,0.1401628220471846,-0.0
LRRC16B,5,255,1,21,0.960834432283691,1.0,0.017351442030147005,-0.0
PRKD1,11,249,2,20,0.6069737412015923,1.0,0.21683009689496716,-0.0
SFTA3,3,257,0,22,1.0,1.0,-0.0,-0.0
NIN,14,246,0,22,0.5449417902908105,1.0,0.2636498858070946,-0.0
PELI2,6,254,0,22,1.0,1.0,-0.0,-0.0
SYNE2,26,234,0,22,0.24079673590881145,1.0,0.6183494044009218,-0.0
ESRRB,8,252,0,22,0.8681671105146213,1.0,0.06139667091907676,-0.0
VASH1,2,258,0,22,1.0,1.0,-0.0,-0.0
POMT2,4,256,1,21,0.8532652430665986,1.0,0.0689159445722304,-0.0
TTC7B,8,252,0,22,0.8681671105146213,1.0,0.06139667091907676,-0.0
UNC79,33,227,1,21,0.4319501279700231,0.6650055421020291,0.3645663929946513,0.17717473530697075
BCL11B,12,248,1,21,1.0,1.0,-0.0,-0.0
SNORD114-15,1,259,0,22,1.0,1.0,-0.0,-0.0
CYFIP1,9,251,1,21,1.0,1.0,-0.0,-0.0
SNORD115-17,3,257,0,22,1.0,1.0,-0.0,-0.0
MEIS2,7,253,0,22,0.9475456644370799,1.0,0.023399851190850834,-0.0
CAPN3,5,255,0,22,1.0,1.0,-0.0,-0.0
TPM1,2,258,0,22,1.0,1.0,-0.0,-0.0
VWA9,4,256,0,22,1.0,1.0,-0.0,-0.0
CHRNB4,4,256,1,21,0.8532652430665986,1.0,0.0689159445722304,-0.0
BNC1,16,244,0,22,0.47267191885392634,1.0,0.3254401980970042,-0.0
DNM1P47,2,258,0,22,1.0,1.0,-0.0,-0.0
RAB40C,3,257,0,22,1.0,1.0,-0.0,-0.0
GNG13,2,258,0,22,1.0,1.0,-0.0,-0.0
MLST8,6,254,0,22,1.0,1.0,-0.0,-0.0
PPL,6,254,1,21,1.0,1.0,-0.0,-0.0
GRIN2A,21,239,2,20,1.0,0.6410979075551384,-0.0,0.19307564058427637
MYH11,21,239,1,21,0.8578712353668837,1.0,0.06657789393018221,-0.0
SMG1,17,243,2,20,0.9874696247262896,0.08064259507229882,0.005476254705706167,1.093435505111775
TMC7,1,259,1,21,0.3627530371159481,1.0,0.4403889427849873,-0.0
GP2,14,246,1,21,1.0,1.0,-0.0,-0.0
ACSM2A,13,247,2,20,0.744202416049734,0.84451926747294,0.12830892437715036,0.07339043767174894
GTF3C1,20,240,2,20,1.0,0.5500142354424129,-0.0,0.2596260699710639
ALDOA,5,255,0,22,1.0,1.0,-0.0,-0.0
ITGAL,9,251,1,21,1.0,1.0,-0.0,-0.0
ZNF423,22,238,4,18,0.2587069868944367,0.5902144619349774,0.5871918421426582,0.2289901532542062
ADCY7,5,255,0,22,1.0,1.0,-0.0,-0.0
HYDIN,26,234,4,18,0.4036885671581584,0.7062891119569397,0.3939535500458003,0.15101748871339085
CALB2,7,253,2,20,0.3135146900050239,0.7892680261342813,0.5037421051086924,0.102775490447784
ADAMTS18,14,246,0,22,0.5449417902908105,1.0,0.2636498858070946,-0.0
MVD,2,258,0,22,1.0,1.0,-0.0,-0.0
TP53,113,147,11,11,0.7116735037064743,0.38052192526845674,0.1477192030760933,0.4196203145865087
ALOX12B,7,253,0,22,0.9475456644370799,1.0,0.023399851190850834,-0.0
ZNF18,4,256,0,22,1.0,1.0,-0.0,-0.0
SMCR8,3,257,0,22,1.0,1.0,-0.0,-0.0
UTP6,5,255,0,22,1.0,1.0,-0.0,-0.0
RFFL,4,256,0,22,1.0,1.0,-0.0,-0.0
IKZF3,2,258,0,22,1.0,1.0,-0.0,-0.0
COIL,3,257,0,22,1.0,1.0,-0.0,-0.0
APOH,5,255,0,22,1.0,1.0,-0.0,-0.0
PRKAR1A,2,258,0,22,1.0,1.0,-0.0,-0.0
OTOP2,5,255,1,21,0.960834432283691,1.0,0.017351442030147005,-0.0
LAMA1,28,232,1,21,0.5773078388105155,0.7646491820755581,0.23859254551706455,0.11653777168830996
CHMP1B,2,258,0,22,1.0,1.0,-0.0,-0.0
MIB1,9,251,0,22,0.7984696058588936,1.0,0.09774161084546562,-0.0
LAMA3,14,246,3,19,0.2735243502390694,0.7576207236833965,0.5630040049659267,0.12054815430804483
OSBPL1A,10,250,0,22,0.736619943881955,1.0,0.13275652685956768,-0.0
DSC2,6,254,1,21,1.0,1.0,-0.0,-0.0
ASXL3,42,218,2,20,0.5682390118197455,0.5647309506407263,0.24546895358308857,0.24815840967036462
SYT4,18,242,0,22,0.4114466736424923,1.0,0.38568644439714733,-0.0
SLC14A2,12,248,0,22,0.6313704751406607,1.0,0.19971573093809203,-0.0
ALPK2,12,248,2,20,0.6767788881686272,0.4450087187467361,0.1695531973905374,0.3516314801055781
CDH7,30,230,2,20,1.0,0.05403279175397447,-0.0,1.267342592852748
ZNF407,12,248,1,21,1.0,0.03300625766123251,-0.0,1.4814037143613519
C19orf26,2,258,0,22,1.0,1.0,-0.0,-0.0
JSRP1,2,258,0,22,1.0,1.0,-0.0,-0.0
HMG20B,1,259,0,22,1.0,1.0,-0.0,-0.0
ZFR2,6,254,0,22,1.0,1.0,-0.0,-0.0
ACTL9,8,252,0,22,0.8681671105146213,1.0,0.06139667091907676,-0.0
OR2Z1,5,255,1,21,0.960834432283691,1.0,0.017351442030147005,-0.0
MUC16,104,156,5,17,0.1708315957577793,0.9566187124196244,0.7674318022990669,0.01926112814615563
GCDH,3,257,0,22,1.0,1.0,-0.0,-0.0
CYP4F2,12,248,0,22,0.6313704751406607,1.0,0.19971573093809203,-0.0
NWD1,7,253,1,21,1.0,1.0,-0.0,-0.0
NCAN,23,237,2,20,1.0,0.033172349744803,-0.0,1.4792237643846973
ZNF99,16,244,2,20,0.9306981250573003,1.0,0.03119116099644506,-0.0
ZNF536,54,206,2,20,0.29827806212267205,0.3446215493824787,0.5253786871321573,0.4626575693566846
PEPD,2,258,0,22,1.0,1.0,-0.0,-0.0
KCTD15,1,259,0,22,1.0,1.0,-0.0,-0.0
PRODH2,5,255,1,21,0.960834432283691,1.0,0.017351442030147005,-0.0
HKR1,7,253,0,22,0.9475456644370799,1.0,0.023399851190850834,-0.0
RYR1,50,210,4,18,1.0,0.23292512187018366,-0.0,0.6327836686090876
AC092071.1,2,258,0,22,1.0,1.0,-0.0,-0.0
DEDD2,1,259,0,22,1.0,1.0,-0.0,-0.0
TMEM145,5,255,0,22,1.0,1.0,-0.0,-0.0
ZNF233,3,257,2,20,0.061840568144098974,1.0,1.208726529104064,-0.0
