gene,group_1_with_mut,group_1_without_mut,group_2_with_mut,group_2_without_mut,chi2_p,mwu_p,chi2_neglogp,mwu_neglogp
CD1E,5,74,1,19,1.0,1.0,-0.0,-0.0
OR6Y1,3,76,1,19,1.0,1.0,-0.0,-0.0
ACKR1,3,76,2,18,0.5754848586458726,1.0,0.23996609843393227,-0.0
TADA1,0,79,0,20,1.0,1.0,-0.0,-0.0
FASLG,2,77,0,20,1.0,1.0,-0.0,-0.0
TNR,18,61,6,14,0.7035366750627172,0.05388794689863527,0.1527132580555322,1.2685083624715006
PAPPA2,17,62,4,16,1.0,0.49864581388563334,-0.0,0.30220782249555134
LHX4,0,79,0,20,1.0,1.0,-0.0,-0.0
LAMC1,3,76,2,18,0.5754848586458726,1.0,0.23996609843393227,-0.0
HMCN1,12,67,3,17,1.0,0.5419031799870584,-0.0,0.26607830046061176
BRINP3,11,68,1,19,0.478411938921981,0.8230632737581214,0.320197990927591,0.08456677671030566
GLRX2,0,79,0,20,1.0,1.0,-0.0,-0.0
CRB1,14,65,1,19,0.2853594900256118,0.09742168927634337,0.544607679809528,1.011344344102848
TNNT2,0,79,0,20,1.0,1.0,-0.0,-0.0
IKBKE,1,78,1,19,0.8644354685832345,1.0,0.06326742192072699,-0.0
LAMB3,4,75,0,20,0.6953175290264628,1.0,0.15781682186779156,-0.0
KCNK2,2,77,0,20,1.0,1.0,-0.0,-0.0
NUP133,2,77,0,20,1.0,1.0,-0.0,-0.0
AGT,2,77,0,20,1.0,1.0,-0.0,-0.0
MLK4,3,76,0,20,0.8769196409245219,1.0,0.05704020264543126,-0.0
ACTN2,8,71,0,20,0.30529439168048533,1.0,0.5152811737052349,-0.0
MAP1LC3C,2,77,0,20,1.0,1.0,-0.0,-0.0
OR2G3,7,72,2,18,1.0,1.0,-0.0,-0.0
TRIM58,5,74,1,19,1.0,1.0,-0.0,-0.0
OR2T8,3,76,0,20,0.8769196409245219,1.0,0.05704020264543126,-0.0
OR2L13,12,67,4,16,0.8555615110272996,0.11235119769046385,0.06774876117909981,0.9494222935378028
OR2M4,7,72,2,18,1.0,1.0,-0.0,-0.0
PREB,0,79,0,20,1.0,1.0,-0.0,-0.0
FOSL2,0,79,0,20,1.0,1.0,-0.0,-0.0
ALK,8,71,1,19,0.7817422311381127,1.0,0.10693642603080894,-0.0
LTBP1,4,75,2,18,0.7626468300629968,0.7236736098317631,0.11767653054214251,0.14045726447967397
CRIM1,1,78,0,20,1.0,1.0,-0.0,-0.0
ABCG8,3,76,2,18,0.5754848586458726,0.4142161782425252,0.23996609843393227,0.3827729426607157
LHCGR,1,78,0,20,1.0,1.0,-0.0,-0.0
USP34,6,73,1,19,1.0,0.04122683333716367,-0.0,1.3848200223902989
HZGJ,0,79,0,20,1.0,1.0,-0.0,-0.0
CTNNA2,7,72,1,19,0.9150354054794201,0.6055766163353464,0.038562101445182635,0.21783090298056101
IGKV2-26,1,78,0,20,1.0,1.0,-0.0,-0.0
COX5B,0,79,0,20,1.0,1.0,-0.0,-0.0
SCTR,1,78,1,19,0.8644354685832345,1.0,0.06326742192072699,-0.0
CFC1,0,79,0,20,1.0,1.0,-0.0,-0.0
POTEE,3,76,2,18,0.5754848586458726,1.0,0.23996609843393227,-0.0
CCDC74A,0,79,2,18,0.051185048394519234,1.0,1.2908568817595856,-0.0
LRP1B,35,44,5,15,0.1880031331838726,0.3181584284340918,0.7258349129005331,0.4973565672448808
KCNJ3,3,76,2,18,0.5754848586458726,1.0,0.23996609843393227,-0.0
LY75,3,76,1,19,1.0,1.0,-0.0,-0.0
ABCB11,4,75,2,18,0.7626468300629968,1.0,0.11767653054214251,-0.0
LRP2,12,67,3,17,1.0,0.8508567726697569,-0.0,0.07014353988519582
WIPF1,2,77,1,19,1.0,1.0,-0.0,-0.0
SSFA2,7,72,2,18,1.0,1.0,-0.0,-0.0
PARD3B,9,70,0,20,0.25106113838726773,1.0,0.6002205062839732,-0.0
INO80D,1,78,0,20,1.0,1.0,-0.0,-0.0
C2orf80,0,79,0,20,1.0,1.0,-0.0,-0.0
CPS1,11,68,1,19,0.478411938921981,1.0,0.320197990927591,-0.0
VWC2L,1,78,3,17,0.031487281322518795,1.0,1.5018648356352575,-0.0
RNF25,0,79,0,20,1.0,1.0,-0.0,-0.0
ESPNL,4,75,0,20,0.6953175290264628,1.0,0.15781682186779156,-0.0
IQSEC1,0,79,2,18,0.051185048394519234,1.0,1.2908568817595856,-0.0
NEK10,1,78,0,20,1.0,1.0,-0.0,-0.0
ZNF445,3,76,0,20,0.8769196409245219,1.0,0.05704020264543126,-0.0
ZKSCAN7,2,77,1,19,1.0,1.0,-0.0,-0.0
DUSP7,1,78,0,20,1.0,1.0,-0.0,-0.0
TMF1,2,77,0,20,1.0,1.0,-0.0,-0.0
PDZRN3,8,71,2,18,1.0,0.8025873486341526,-0.0,0.09550769043033945
CNTN3,4,75,1,19,1.0,1.0,-0.0,-0.0
EPHA3,5,74,1,19,1.0,0.2888443663464849,-0.0,0.5393360985691478
PROS1,5,74,2,18,0.9331815300100206,1.0,0.030033865564215386,-0.0
OR5H15,5,74,1,19,1.0,1.0,-0.0,-0.0
ZPLD1,0,79,0,20,1.0,1.0,-0.0,-0.0
MYH15,3,76,2,18,0.5754848586458726,1.0,0.23996609843393227,-0.0
MORC1,2,77,3,17,0.08855522884568089,0.6830913983096087,1.0527857902979394,0.16552118339626223
BFSP2,0,79,0,20,1.0,1.0,-0.0,-0.0
STAG1,0,79,1,19,0.45570974540945675,1.0,0.3413116838768541,-0.0
PAQR9,0,79,0,20,1.0,1.0,-0.0,-0.0
ZIC1,4,75,1,19,1.0,1.0,-0.0,-0.0
SI,13,66,10,10,0.004017127410261886,0.7499911732900887,2.396084393636473,0.12494384782692064
WDR49,3,76,2,18,0.5754848586458726,1.0,0.23996609843393227,-0.0
ATP11B,1,78,0,20,1.0,1.0,-0.0,-0.0
ZNF595,0,79,0,20,1.0,1.0,-0.0,-0.0
GAK,3,76,0,20,0.8769196409245219,1.0,0.05704020264543126,-0.0
POLN,1,78,1,19,0.8644354685832345,1.0,0.06326742192072699,-0.0
BOD1L1,11,68,1,19,0.478411938921981,1.0,0.320197990927591,-0.0
OCIAD2,0,79,0,20,1.0,1.0,-0.0,-0.0
EPHA5,6,73,4,16,0.2189871495475193,0.8783248501010348,0.6595813693806388,0.05634482975033929
TMPRSS11D,1,78,1,19,0.8644354685832345,1.0,0.06326742192072699,-0.0
CABS1,5,74,0,20,0.5598364119795416,1.0,0.25193885826799844,-0.0
SEC31A,0,79,0,20,1.0,1.0,-0.0,-0.0
HSP90AB3P,1,78,2,18,0.19176437911467722,1.0,0.7172320613501597,-0.0
CCSER1,0,79,0,20,1.0,1.0,-0.0,-0.0
GRID2,7,72,2,18,1.0,0.5444539772747026,-0.0,0.26403882529366757
PDHA2,3,76,1,19,1.0,1.0,-0.0,-0.0
PCDH10,11,68,3,17,1.0,0.27499362750814604,-0.0,0.5606773700610621
DDX60L,4,75,1,19,1.0,1.0,-0.0,-0.0
ADAMTS16,6,73,3,17,0.5527280839914055,1.0,0.25748846845127066,-0.0
ADCY2,9,70,2,18,1.0,0.22109926355986897,-0.0,0.6554127039722486
SEMA5A,3,76,5,15,0.008080682723453685,0.8436689495519663,2.0925519448562646,0.0738279344016132
FBXL7,7,72,1,19,0.9150354054794201,0.1489146731787657,0.038562101445182635,0.827062507307554
PRDM9,11,68,3,17,1.0,0.7277235466695502,-0.0,0.13803357255249546
CDH10,16,63,5,15,0.8746815846787339,0.7337007157654434,0.05815001690277122,0.1344810572468414
DROSHA,2,77,3,17,0.08855522884568089,1.0,1.0527857902979394,-0.0
NPR3,1,78,2,18,0.19176437911467722,0.4795001221869535,0.7172320613501597,0.31921127782572034
HCN1,12,67,1,19,0.4038729967375453,1.0,0.39375518312592456,-0.0
DHX29,1,78,0,20,1.0,1.0,-0.0,-0.0
ADGRV1,14,65,3,17,1.0,0.0448622711529148,-0.0,1.348118744034124
ALDH7A1,0,79,0,20,1.0,1.0,-0.0,-0.0
FBN2,11,68,5,15,0.3886585994683246,0.567269435267108,0.41043171864336897,0.24621061578738054
DDX46,1,78,0,20,1.0,1.0,-0.0,-0.0
PCDHA11,4,75,3,17,0.28897946681201303,0.3864762307712327,0.539133014568857,0.41287721109190795
PCDHB3,6,73,0,20,0.45502154206562906,1.0,0.34196804207087195,-0.0
PCDHB6,8,71,2,18,1.0,1.0,-0.0,-0.0
PCDHB14,6,73,3,17,0.5527280839914055,0.7215797250891103,0.25748846845127066,0.1417156780792307
SH3TC2,8,71,1,19,0.7817422311381127,1.0,0.10693642603080894,-0.0
AFAP1L1,1,78,1,19,0.8644354685832345,1.0,0.06326742192072699,-0.0
FAM71B,1,78,2,18,0.19176437911467722,1.0,0.7172320613501597,-0.0
EBF1,4,75,0,20,0.6953175290264628,1.0,0.15781682186779156,-0.0
DOCK2,10,69,3,17,1.0,0.25224383125177496,-0.0,0.5981794458485262
ADAMTS2,6,73,2,18,1.0,1.0,-0.0,-0.0
C6orf195,0,79,0,20,1.0,1.0,-0.0,-0.0
BLOC1S5,0,79,0,20,1.0,1.0,-0.0,-0.0
BTN3A1,0,79,0,20,1.0,1.0,-0.0,-0.0
TRIM27,1,78,1,19,0.8644354685832345,1.0,0.06326742192072699,-0.0
DDR1,2,77,0,20,1.0,1.0,-0.0,-0.0
TTBK1,1,78,1,19,0.8644354685832345,1.0,0.06326742192072699,-0.0
AARS2,3,76,0,20,0.8769196409245219,1.0,0.05704020264543126,-0.0
CYP39A1,0,79,0,20,1.0,1.0,-0.0,-0.0
TDRD6,3,76,0,20,0.8769196409245219,1.0,0.05704020264543126,-0.0
FAM83B,7,72,1,19,0.9150354054794201,1.0,0.038562101445182635,-0.0
BEND6,3,76,0,20,0.8769196409245219,1.0,0.05704020264543126,-0.0
SLC25A51P1,4,75,1,19,1.0,1.0,-0.0,-0.0
MDN1,6,73,0,20,0.45502154206562906,1.0,0.34196804207087195,-0.0
GJA10,2,77,1,19,1.0,1.0,-0.0,-0.0
MARCKS,0,79,0,20,1.0,1.0,-0.0,-0.0
TBC1D32,2,77,1,19,1.0,1.0,-0.0,-0.0
IFNGR1,0,79,0,20,1.0,1.0,-0.0,-0.0
TIAM2,4,75,1,19,1.0,1.0,-0.0,-0.0
MLLT4,0,79,0,20,1.0,1.0,-0.0,-0.0
AHR,1,78,0,20,1.0,1.0,-0.0,-0.0
DNAH11,10,69,5,15,0.30486996546089806,0.5799905038550084,0.5158853584391124,0.23657911705280585
GPNMB,1,78,2,18,0.19176437911467722,1.0,0.7172320613501597,-0.0
GLI3,6,73,0,20,0.45502154206562906,1.0,0.34196804207087195,-0.0
TNS3,4,75,1,19,1.0,1.0,-0.0,-0.0
C7orf57,0,79,0,20,1.0,1.0,-0.0,-0.0
TUBBP6,4,75,1,19,1.0,1.0,-0.0,-0.0
ZNF479,9,70,3,17,0.9536664237315041,1.0,0.02060350754573219,-0.0
ZNF680,2,77,0,20,1.0,1.0,-0.0,-0.0
KRIT1,1,78,0,20,1.0,1.0,-0.0,-0.0
TECPR1,2,77,0,20,1.0,1.0,-0.0,-0.0
MUC17,17,62,6,14,0.6129183723460438,1.0,0.21259736039218902,-0.0
RP11-3L10.3,0,79,0,20,1.0,1.0,-0.0,-0.0
GRM8,6,73,2,18,1.0,0.5083315735521454,-0.0,0.293852914508167
TRPV5,8,71,1,19,0.7817422311381127,1.0,0.10693642603080894,-0.0
OR2F2,1,78,1,19,0.8644354685832345,1.0,0.06326742192072699,-0.0
CDK5,2,77,0,20,1.0,1.0,-0.0,-0.0
CSMD1,18,61,5,15,1.0,0.9549280280965218,-0.0,0.020029359493119014
MCM4,1,78,0,20,1.0,1.0,-0.0,-0.0
SNTG1,14,65,2,18,0.6184851089448531,0.6781693542740979,0.20867075226918957,0.16866183940364807
PENK,3,76,0,20,0.8769196409245219,1.0,0.05704020264543126,-0.0
TTPA,1,78,0,20,1.0,1.0,-0.0,-0.0
EYA1,1,78,0,20,1.0,1.0,-0.0,-0.0
YWHAZ,0,79,0,20,1.0,1.0,-0.0,-0.0
CSMD3,32,47,6,14,0.5447133451560751,0.616102448096159,0.2638319846375582,0.2103470655248168
KCNQ3,3,76,1,19,1.0,1.0,-0.0,-0.0
FAM135B,17,62,2,18,0.39492872517451927,0.7085735802296291,0.4034812766684125,0.14961504474118587
TSNARE1,0,79,0,20,1.0,1.0,-0.0,-0.0
GML,1,78,0,20,1.0,1.0,-0.0,-0.0
GPIHBP1,1,78,0,20,1.0,1.0,-0.0,-0.0
PLEC,13,66,2,18,0.7112165382325134,0.84451926747294,0.1479981530788834,0.07339043767174894
DENND4C,0,79,0,20,1.0,1.0,-0.0,-0.0
MOB3B,0,79,0,20,1.0,1.0,-0.0,-0.0
LINGO2,4,75,1,19,1.0,1.0,-0.0,-0.0
TOPORS,2,77,0,20,1.0,1.0,-0.0,-0.0
TAF1L,8,71,0,20,0.30529439168048533,1.0,0.5152811737052349,-0.0
ARHGEF39,0,79,0,20,1.0,1.0,-0.0,-0.0
SPATA31A3,2,77,1,19,1.0,1.0,-0.0,-0.0
SPATA31B1P,2,77,0,20,1.0,1.0,-0.0,-0.0
ROR2,6,73,6,14,0.01832474913645998,0.17394501679990915,1.7369619620836632,0.7595880084645451
ZNF484,1,78,1,19,0.8644354685832345,1.0,0.06326742192072699,-0.0
NUTM2F,0,79,0,20,1.0,1.0,-0.0,-0.0
PPP3R2,0,79,0,20,1.0,1.0,-0.0,-0.0
OR13F1,2,77,2,18,0.37907317823194175,1.0,0.42127694350275596,-0.0
KIAA1958,2,77,1,19,1.0,1.0,-0.0,-0.0
PAPPA,4,75,1,19,1.0,1.0,-0.0,-0.0
TTLL11,2,77,2,18,0.37907317823194175,1.0,0.42127694350275596,-0.0
GAPVD1,1,78,0,20,1.0,1.0,-0.0,-0.0
PPP1R26,2,77,1,19,1.0,1.0,-0.0,-0.0
UAP1L1,1,78,0,20,1.0,1.0,-0.0,-0.0
TUBB8,2,77,0,20,1.0,1.0,-0.0,-0.0
PFKP,2,77,0,20,1.0,1.0,-0.0,-0.0
USP6NL,2,77,1,19,1.0,1.0,-0.0,-0.0
MRC1,5,74,1,19,1.0,1.0,-0.0,-0.0
MSRB2,2,77,0,20,1.0,1.0,-0.0,-0.0
ANKRD26,3,76,1,19,1.0,1.0,-0.0,-0.0
KIAA1462,5,74,0,20,0.5598364119795416,1.0,0.25193885826799844,-0.0
ZNF33B,2,77,1,19,1.0,1.0,-0.0,-0.0
FAM13C,3,76,1,19,1.0,1.0,-0.0,-0.0
STOX1,1,78,0,20,1.0,1.0,-0.0,-0.0
ADAMTS14,3,76,3,17,0.17666873725691834,1.0,0.7528402950774532,-0.0
USP54,3,76,0,20,0.8769196409245219,1.0,0.05704020264543126,-0.0
TLL2,7,72,1,19,0.9150354054794201,1.0,0.038562101445182635,-0.0
C10orf2,0,79,2,18,0.051185048394519234,1.0,1.2908568817595856,-0.0
PPRC1,1,78,1,19,0.8644354685832345,1.0,0.06326742192072699,-0.0
CYP17A1,1,78,0,20,1.0,1.0,-0.0,-0.0
CFAP43,2,77,0,20,1.0,1.0,-0.0,-0.0
ANO9,0,79,0,20,1.0,1.0,-0.0,-0.0
ART1,1,78,0,20,1.0,1.0,-0.0,-0.0
OR51S1,3,76,1,19,1.0,1.0,-0.0,-0.0
OR51G2,2,77,0,20,1.0,1.0,-0.0,-0.0
OR52A1,1,78,0,20,1.0,1.0,-0.0,-0.0
IGSF22,3,76,0,20,0.8769196409245219,1.0,0.05704020264543126,-0.0
OR5D18,2,77,2,18,0.37907317823194175,1.0,0.42127694350275596,-0.0
OR5L2,5,74,3,17,0.41692531439700964,1.0,0.379941735074783,-0.0
OR5T2,3,76,0,20,0.8769196409245219,1.0,0.05704020264543126,-0.0
OR5M10,4,75,1,19,1.0,1.0,-0.0,-0.0
OR10W1,5,74,0,20,0.5598364119795416,1.0,0.25193885826799844,-0.0
MS4A14,1,78,0,20,1.0,1.0,-0.0,-0.0
RAB3IL1,2,77,1,19,1.0,1.0,-0.0,-0.0
PAAF1,0,79,0,20,1.0,1.0,-0.0,-0.0
RPS3,0,79,0,20,1.0,1.0,-0.0,-0.0
CCDC89,2,77,0,20,1.0,1.0,-0.0,-0.0
EED,1,78,0,20,1.0,1.0,-0.0,-0.0
BIRC2,0,79,0,20,1.0,1.0,-0.0,-0.0
ZC3H12C,0,79,2,18,0.051185048394519234,1.0,1.2908568817595856,-0.0
NCAM1,5,74,1,19,1.0,1.0,-0.0,-0.0
TRIM29,5,74,0,20,0.5598364119795416,1.0,0.25193885826799844,-0.0
ST3GAL4,1,78,0,20,1.0,1.0,-0.0,-0.0
KRAS,27,52,5,15,0.6056632347644199,0.7306468631842209,0.2177687882708977,0.1362924758832009
ALG10,2,77,0,20,1.0,1.0,-0.0,-0.0
KMT2D,8,71,3,17,0.8248974661977487,1.0,0.08360003039785308,-0.0
SLC11A2,0,79,0,20,1.0,1.0,-0.0,-0.0
OR9K2,1,78,0,20,1.0,1.0,-0.0,-0.0
RDH16,1,78,0,20,1.0,1.0,-0.0,-0.0
FAM19A2,2,77,0,20,1.0,1.0,-0.0,-0.0
TBK1,0,79,0,20,1.0,1.0,-0.0,-0.0
PPFIA2,4,75,0,20,0.6953175290264628,1.0,0.15781682186779156,-0.0
CCER1,1,78,1,19,0.8644354685832345,1.0,0.06326742192072699,-0.0
LUM,2,77,1,19,1.0,1.0,-0.0,-0.0
CMKLR1,2,77,1,19,1.0,1.0,-0.0,-0.0
CUX2,8,71,1,19,0.7817422311381127,1.0,0.10693642603080894,-0.0
TBX5,3,76,0,20,0.8769196409245219,1.0,0.05704020264543126,-0.0
MED13L,6,73,2,18,1.0,0.1489146731787657,-0.0,0.827062507307554
PEBP1,0,79,0,20,1.0,1.0,-0.0,-0.0
TAOK3,2,77,1,19,1.0,1.0,-0.0,-0.0
SBNO1,3,76,0,20,0.8769196409245219,1.0,0.05704020264543126,-0.0
MMP17,4,75,1,19,1.0,1.0,-0.0,-0.0
SKA3,0,79,0,20,1.0,1.0,-0.0,-0.0
VWA8,2,77,1,19,1.0,1.0,-0.0,-0.0
DGKH,2,77,0,20,1.0,1.0,-0.0,-0.0
SPERT,4,75,2,18,0.7626468300629968,0.4017356370553977,0.11767653054214251,0.3960596412829502
KPNA3,1,78,0,20,1.0,1.0,-0.0,-0.0
ALG11,2,77,1,19,1.0,1.0,-0.0,-0.0
CKAP2,0,79,0,20,1.0,1.0,-0.0,-0.0
POU4F1,1,78,0,20,1.0,1.0,-0.0,-0.0
ERCC5,2,77,0,20,1.0,1.0,-0.0,-0.0
RNASE12,2,77,0,20,1.0,1.0,-0.0,-0.0
LRRC16B,2,77,0,20,1.0,1.0,-0.0,-0.0
PRKD1,5,74,0,20,0.5598364119795416,1.0,0.25193885826799844,-0.0
SFTA3,2,77,0,20,1.0,1.0,-0.0,-0.0
NIN,5,74,1,19,1.0,1.0,-0.0,-0.0
PELI2,1,78,1,19,0.8644354685832345,1.0,0.06326742192072699,-0.0
SYNE2,7,72,3,17,0.6902215317234798,1.0,0.16101149685149238,-0.0
ESRRB,2,77,1,19,1.0,1.0,-0.0,-0.0
VASH1,0,79,0,20,1.0,1.0,-0.0,-0.0
POMT2,0,79,0,20,1.0,1.0,-0.0,-0.0
TTC7B,2,77,0,20,1.0,1.0,-0.0,-0.0
UNC79,11,68,3,17,1.0,0.4652701131087206,-0.0,0.3322948437247051
BCL11B,5,74,0,20,0.5598364119795416,1.0,0.25193885826799844,-0.0
SNORD114-15,0,79,0,20,1.0,1.0,-0.0,-0.0
CYFIP1,3,76,0,20,0.8769196409245219,1.0,0.05704020264543126,-0.0
SNORD115-17,2,77,0,20,1.0,1.0,-0.0,-0.0
MEIS2,2,77,1,19,1.0,1.0,-0.0,-0.0
CAPN3,2,77,0,20,1.0,1.0,-0.0,-0.0
TPM1,2,77,0,20,1.0,1.0,-0.0,-0.0
VWA9,2,77,0,20,1.0,1.0,-0.0,-0.0
CHRNB4,2,77,0,20,1.0,1.0,-0.0,-0.0
BNC1,5,74,0,20,0.5598364119795416,1.0,0.25193885826799844,-0.0
DNM1P47,1,78,0,20,1.0,1.0,-0.0,-0.0
RAB40C,1,78,0,20,1.0,1.0,-0.0,-0.0
GNG13,0,79,0,20,1.0,1.0,-0.0,-0.0
MLST8,3,76,0,20,0.8769196409245219,1.0,0.05704020264543126,-0.0
PPL,1,78,1,19,0.8644354685832345,1.0,0.06326742192072699,-0.0
GRIN2A,6,73,1,19,1.0,1.0,-0.0,-0.0
MYH11,6,73,1,19,1.0,1.0,-0.0,-0.0
SMG1,3,76,1,19,1.0,1.0,-0.0,-0.0
TMC7,0,79,0,20,1.0,1.0,-0.0,-0.0
GP2,6,73,0,20,0.45502154206562906,1.0,0.34196804207087195,-0.0
ACSM2A,4,75,1,19,1.0,1.0,-0.0,-0.0
GTF3C1,7,72,2,18,1.0,0.5444539772747026,-0.0,0.26403882529366757
ALDOA,0,79,0,20,1.0,1.0,-0.0,-0.0
ITGAL,3,76,2,18,0.5754848586458726,0.6830913983096087,0.23996609843393227,0.16552118339626223
ZNF423,10,69,0,20,0.20666526949901354,1.0,0.6847325012742462,-0.0
ADCY7,1,78,0,20,1.0,1.0,-0.0,-0.0
HYDIN,8,71,4,16,0.4093344216472461,0.6940954678451534,0.38792173323674833,0.15858079135079875
CALB2,2,77,0,20,1.0,1.0,-0.0,-0.0
ADAMTS18,5,74,1,19,1.0,1.0,-0.0,-0.0
MVD,0,79,0,20,1.0,1.0,-0.0,-0.0
TP53,38,41,8,12,0.6906580244978864,0.5384197843366237,0.16073693791726087,0.26887899025815026
ALOX12B,2,77,0,20,1.0,1.0,-0.0,-0.0
ZNF18,1,78,0,20,1.0,1.0,-0.0,-0.0
SMCR8,2,77,0,20,1.0,1.0,-0.0,-0.0
UTP6,0,79,0,20,1.0,1.0,-0.0,-0.0
RFFL,2,77,0,20,1.0,1.0,-0.0,-0.0
IKZF3,0,79,0,20,1.0,1.0,-0.0,-0.0
COIL,0,79,0,20,1.0,1.0,-0.0,-0.0
APOH,2,77,0,20,1.0,1.0,-0.0,-0.0
PRKAR1A,0,79,0,20,1.0,1.0,-0.0,-0.0
OTOP2,3,76,0,20,0.8769196409245219,1.0,0.05704020264543126,-0.0
LAMA1,12,67,4,16,0.8555615110272996,0.4605966187047713,0.06774876117909981,0.33667925456816117
CHMP1B,0,79,0,20,1.0,1.0,-0.0,-0.0
MIB1,3,76,0,20,0.8769196409245219,1.0,0.05704020264543126,-0.0
LAMA3,5,74,1,19,1.0,1.0,-0.0,-0.0
OSBPL1A,3,76,1,19,1.0,1.0,-0.0,-0.0
DSC2,3,76,1,19,1.0,1.0,-0.0,-0.0
ASXL3,16,63,3,17,0.829700298234565,0.5374371315754314,0.08107875380211652,0.26967233142494423
SYT4,1,78,0,20,1.0,1.0,-0.0,-0.0
SLC14A2,5,74,3,17,0.41692531439700964,1.0,0.379941735074783,-0.0
ALPK2,6,73,1,19,1.0,1.0,-0.0,-0.0
CDH7,11,68,3,17,1.0,0.7277235466695502,-0.0,0.13803357255249546
ZNF407,2,77,1,19,1.0,1.0,-0.0,-0.0
C19orf26,1,78,0,20,1.0,1.0,-0.0,-0.0
JSRP1,0,79,0,20,1.0,1.0,-0.0,-0.0
HMG20B,0,79,0,20,1.0,1.0,-0.0,-0.0
ZFR2,0,79,0,20,1.0,1.0,-0.0,-0.0
ACTL9,3,76,1,19,1.0,1.0,-0.0,-0.0
OR2Z1,2,77,0,20,1.0,1.0,-0.0,-0.0
MUC16,38,41,7,13,0.4238426100528051,0.47446761670520177,0.3727953846224375,0.3237934236290362
GCDH,0,79,0,20,1.0,1.0,-0.0,-0.0
CYP4F2,4,75,0,20,0.6953175290264628,1.0,0.15781682186779156,-0.0
NWD1,1,78,2,18,0.19176437911467722,1.0,0.7172320613501597,-0.0
NCAN,5,74,2,18,0.9331815300100206,0.7518296340458492,0.030033865564215386,0.1238805601745527
ZNF99,8,71,2,18,1.0,1.0,-0.0,-0.0
ZNF536,17,62,6,14,0.6129183723460438,0.4627579533371503,0.21259736039218902,0.33464610837029435
PEPD,0,79,0,20,1.0,1.0,-0.0,-0.0
KCTD15,0,79,0,20,1.0,1.0,-0.0,-0.0
PRODH2,1,78,1,19,0.8644354685832345,1.0,0.06326742192072699,-0.0
HKR1,2,77,1,19,1.0,1.0,-0.0,-0.0
RYR1,16,63,4,16,1.0,0.529815255727444,-0.0,0.27587554059738156
AC092071.1,1,78,1,19,0.8644354685832345,1.0,0.06326742192072699,-0.0
DEDD2,0,79,1,19,0.45570974540945675,1.0,0.3413116838768541,-0.0
TMEM145,1,78,0,20,1.0,1.0,-0.0,-0.0
ZNF233,1,78,0,20,1.0,1.0,-0.0,-0.0
DMWD,1,78,0,20,1.0,1.0,-0.0,-0.0
DHX34,3,76,1,19,1.0,1.0,-0.0,-0.0
EMP3,1,78,0,20,1.0,1.0,-0.0,-0.0
SPHK2,1,78,0,20,1.0,1.0,-0.0,-0.0
MYBPC2,1,78,0,20,1.0,1.0,-0.0,-0.0
NLRP12,8,71,2,18,1.0,0.8025873486341526,-0.0,0.09550769043033945
LILRB5,4,75,1,19,1.0,0.13361440253771611,-0.0,0.8741467259508353
LILRA2,6,73,0,20,0.45502154206562906,1.0,0.34196804207087195,-0.0
KIR3DL1,0,79,0,20,1.0,1.0,-0.0,-0.0
SYT5,2,77,0,20,1.0,1.0,-0.0,-0.0
ZNF304,4,75,0,20,0.6953175290264628,1.0,0.15781682186779156,-0.0
RSPO4,1,78,1,19,0.8644354685832345,1.0,0.06326742192072699,-0.0
