gene,group_1_with_mut,group_1_without_mut,group_2_with_mut,group_2_without_mut,chi2_p,mwu_p,chi2_neglogp,mwu_neglogp
OR2L13,15,101,2,8,0.8843401360404306,0.4178301256313298,0.05338066395317438,0.37900025051228897
OR2M4,5,111,0,10,1.0,1.0,-0.0,-0.0
PREB,3,113,1,9,0.7314914426843505,1.0,0.13579075008098673,-0.0
FOSL2,0,116,0,10,1.0,1.0,-0.0,-0.0
ALK,10,106,0,10,0.7203149471329242,1.0,0.14247757315889648,-0.0
LTBP1,8,108,1,9,1.0,0.10880943004054569,-0.0,0.9633334645909446
CRIM1,2,114,0,10,1.0,1.0,-0.0,-0.0
ABCG8,4,112,1,9,0.8617165465138684,1.0,0.06463556773601595,-0.0
LHCGR,1,115,0,10,1.0,1.0,-0.0,-0.0
USP34,8,108,0,10,0.8553036354704221,1.0,0.0678796819970813,-0.0
HZGJ,1,115,1,9,0.3681683516757791,1.0,0.43395354685674953,-0.0
CTNNA2,16,100,2,8,0.9463631549373693,0.3447209741884444,0.023942176578435125,0.46253229159296577
IGKV2-26,2,114,0,10,1.0,1.0,-0.0,-0.0
COX5B,0,116,0,10,1.0,1.0,-0.0,-0.0
SCTR,1,115,0,10,1.0,1.0,-0.0,-0.0
CFC1,2,114,0,10,1.0,1.0,-0.0,-0.0
POTEE,8,108,1,9,1.0,0.6434288435636205,-0.0,0.19149947448822366
CCDC74A,3,113,0,10,1.0,1.0,-0.0,-0.0
LRP1B,41,75,2,8,0.5258029686195189,0.17803554161146773,0.2791769662489858,0.7494932899106423
KCNJ3,6,110,0,10,1.0,1.0,-0.0,-0.0
LY75,5,111,0,10,1.0,1.0,-0.0,-0.0
ABCB11,4,112,1,9,0.8617165465138684,1.0,0.06463556773601595,-0.0
LRP2,15,101,1,9,1.0,0.6674364917098825,-0.0,0.1755900522287462
WIPF1,4,112,0,10,1.0,1.0,-0.0,-0.0
SSFA2,7,109,1,9,1.0,1.0,-0.0,-0.0
PARD3B,12,104,0,10,0.6115153775936542,1.0,0.21359261741739594,-0.0
INO80D,0,116,1,9,0.11820656765178046,1.0,0.9273583930343916,-0.0
C2orf80,2,114,0,10,1.0,1.0,-0.0,-0.0
CPS1,11,105,0,10,0.663184465034552,1.0,0.17836565560131523,-0.0
VWC2L,3,113,0,10,1.0,1.0,-0.0,-0.0
RNF25,1,115,0,10,1.0,1.0,-0.0,-0.0
ESPNL,5,111,0,10,1.0,1.0,-0.0,-0.0
IQSEC1,1,115,0,10,1.0,1.0,-0.0,-0.0
NEK10,2,114,0,10,1.0,1.0,-0.0,-0.0
ZNF445,2,114,1,9,0.5712691995093714,1.0,0.24315919068427153,-0.0
ZKSCAN7,3,113,1,9,0.7314914426843505,1.0,0.13579075008098673,-0.0
DUSP7,1,115,0,10,1.0,1.0,-0.0,-0.0
TMF1,1,115,0,10,1.0,1.0,-0.0,-0.0
PDZRN3,8,108,1,9,1.0,1.0,-0.0,-0.0
CNTN3,9,107,0,10,0.7839122937656098,1.0,0.10573252464256368,-0.0
EPHA3,9,107,1,9,1.0,0.6625205835400574,-0.0,0.17880062429078053
PROS1,10,106,1,9,1.0,1.0,-0.0,-0.0
OR5H15,6,110,0,10,1.0,1.0,-0.0,-0.0
ZPLD1,2,114,0,10,1.0,1.0,-0.0,-0.0
MYH15,2,114,0,10,1.0,1.0,-0.0,-0.0
MORC1,2,114,0,10,1.0,1.0,-0.0,-0.0
BFSP2,4,112,0,10,1.0,1.0,-0.0,-0.0
STAG1,0,116,0,10,1.0,1.0,-0.0,-0.0
PAQR9,4,112,0,10,1.0,1.0,-0.0,-0.0
ZIC1,0,116,1,9,0.11820656765178046,1.0,0.9273583930343916,-0.0
SI,24,92,1,9,0.6890917728563337,0.8055405886674939,0.1617229351447009,0.09391257195461127
WDR49,8,108,0,10,0.8553036354704221,1.0,0.0678796819970813,-0.0
ATP11B,3,113,0,10,1.0,1.0,-0.0,-0.0
ZNF595,2,114,0,10,1.0,1.0,-0.0,-0.0
GAK,5,111,0,10,1.0,1.0,-0.0,-0.0
POLN,2,114,0,10,1.0,1.0,-0.0,-0.0
BOD1L1,11,105,1,9,1.0,1.0,-0.0,-0.0
OCIAD2,1,115,0,10,1.0,1.0,-0.0,-0.0
EPHA5,19,97,1,9,0.9372415022692373,0.779434528427275,0.0281484885263737,0.10822035916267156
TMPRSS11D,3,113,0,10,1.0,1.0,-0.0,-0.0
CABS1,4,112,1,9,0.8617165465138684,1.0,0.06463556773601595,-0.0
SEC31A,0,116,0,10,1.0,1.0,-0.0,-0.0
HSP90AB3P,1,115,1,9,0.3681683516757791,1.0,0.43395354685674953,-0.0
CCSER1,2,114,1,9,0.5712691995093714,1.0,0.24315919068427153,-0.0
GRID2,11,105,0,10,0.663184465034552,1.0,0.17836565560131523,-0.0
PDHA2,5,111,0,10,1.0,1.0,-0.0,-0.0
PCDH10,22,94,2,8,1.0,0.3923644971475887,-0.0,0.40631029637478105
DDX60L,7,109,0,10,0.9362897085640212,1.0,0.028589750232883977,-0.0
ADAMTS16,10,106,0,10,0.7203149471329242,1.0,0.14247757315889648,-0.0
ADCY2,12,104,1,9,1.0,1.0,-0.0,-0.0
SEMA5A,7,109,1,9,1.0,0.4496917979688909,-0.0,0.34708503355577575
FBXL7,9,107,0,10,0.7839122937656098,1.0,0.10573252464256368,-0.0
PRDM9,14,102,0,10,0.5216032827433703,1.0,0.2826596840076452,-0.0
CDH10,20,96,1,9,0.8828233257659682,0.7854947471183542,0.05412620052441141,0.10485671489535194
DROSHA,6,110,0,10,1.0,1.0,-0.0,-0.0
NPR3,5,111,0,10,1.0,1.0,-0.0,-0.0
HCN1,18,98,1,9,0.9941679158350064,0.7735532668540062,0.002540256687516561,0.11150977543034235
DHX29,1,115,0,10,1.0,1.0,-0.0,-0.0
ADGRV1,11,105,0,10,0.663184465034552,1.0,0.17836565560131523,-0.0
ALDH7A1,2,114,0,10,1.0,1.0,-0.0,-0.0
FBN2,17,99,0,10,0.4126589696791706,1.0,0.3844087104968835,-0.0
DDX46,0,116,0,10,1.0,1.0,-0.0,-0.0
PCDHA11,4,112,0,10,1.0,1.0,-0.0,-0.0
PCDHB3,6,110,0,10,1.0,1.0,-0.0,-0.0
PCDHB6,12,104,1,9,1.0,1.0,-0.0,-0.0
PCDHB14,9,107,0,10,0.7839122937656098,1.0,0.10573252464256368,-0.0
SH3TC2,5,111,0,10,1.0,1.0,-0.0,-0.0
AFAP1L1,1,115,0,10,1.0,1.0,-0.0,-0.0
FAM71B,6,110,1,9,1.0,1.0,-0.0,-0.0
EBF1,5,111,0,10,1.0,1.0,-0.0,-0.0
DOCK2,18,98,3,7,0.46114939513062947,0.9492513988410302,0.3361583566707949,0.022618754200287576
ADAMTS2,7,109,0,10,0.9362897085640212,1.0,0.028589750232883977,-0.0
C6orf195,1,115,0,10,1.0,1.0,-0.0,-0.0
BLOC1S5,1,115,0,10,1.0,1.0,-0.0,-0.0
BTN3A1,1,115,0,10,1.0,1.0,-0.0,-0.0
TRIM27,1,115,0,10,1.0,1.0,-0.0,-0.0
DDR1,1,115,1,9,0.3681683516757791,1.0,0.43395354685674953,-0.0
TTBK1,4,112,0,10,1.0,1.0,-0.0,-0.0
AARS2,4,112,0,10,1.0,1.0,-0.0,-0.0
CYP39A1,0,116,0,10,1.0,1.0,-0.0,-0.0
TDRD6,8,108,0,10,0.8553036354704221,1.0,0.0678796819970813,-0.0
FAM83B,7,109,2,8,0.3146614846373914,0.7892680261342813,0.5021564125781105,0.102775490447784
BEND6,3,113,0,10,1.0,1.0,-0.0,-0.0
SLC25A51P1,6,110,0,10,1.0,1.0,-0.0,-0.0
MDN1,9,107,1,9,1.0,1.0,-0.0,-0.0
GJA10,1,115,1,9,0.3681683516757791,1.0,0.43395354685674953,-0.0
MARCKS,1,115,0,10,1.0,1.0,-0.0,-0.0
TBC1D32,2,114,0,10,1.0,1.0,-0.0,-0.0
IFNGR1,2,114,0,10,1.0,1.0,-0.0,-0.0
TIAM2,5,111,0,10,1.0,1.0,-0.0,-0.0
MLLT4,2,114,0,10,1.0,1.0,-0.0,-0.0
AHR,1,115,0,10,1.0,1.0,-0.0,-0.0
DNAH11,22,94,0,10,0.27936250402592355,1.0,0.5538318852204888,-0.0
GPNMB,4,112,0,10,1.0,1.0,-0.0,-0.0
GLI3,11,105,1,9,1.0,1.0,-0.0,-0.0
TNS3,7,109,0,10,0.9362897085640212,1.0,0.028589750232883977,-0.0
C7orf57,1,115,0,10,1.0,1.0,-0.0,-0.0
TUBBP6,5,111,0,10,1.0,1.0,-0.0,-0.0
ZNF479,11,105,1,9,1.0,1.0,-0.0,-0.0
ZNF680,4,112,0,10,1.0,1.0,-0.0,-0.0
KRIT1,1,115,0,10,1.0,1.0,-0.0,-0.0
TECPR1,2,114,0,10,1.0,1.0,-0.0,-0.0
MUC17,26,90,2,8,1.0,0.6074900232724008,-0.0,0.2164608500314155
RP11-3L10.3,2,114,0,10,1.0,1.0,-0.0,-0.0
GRM8,12,104,1,9,1.0,0.7150006546880893,-0.0,0.14569356053836782
TRPV5,9,107,0,10,0.7839122937656098,1.0,0.10573252464256368,-0.0
OR2F2,4,112,1,9,0.8617165465138684,1.0,0.06463556773601595,-0.0
CDK5,2,114,0,10,1.0,1.0,-0.0,-0.0
CSMD1,30,86,1,9,0.46243054280937046,0.6434288435636205,0.3349534891733629,0.19149947448822366
MCM4,1,115,0,10,1.0,1.0,-0.0,-0.0
SNTG1,21,95,1,9,0.8308633286088858,0.7246719781519013,0.08047040884227526,0.13985853179513494
PENK,3,113,0,10,1.0,1.0,-0.0,-0.0
TTPA,2,114,0,10,1.0,1.0,-0.0,-0.0
EYA1,5,111,0,10,1.0,1.0,-0.0,-0.0
YWHAZ,0,116,0,10,1.0,1.0,-0.0,-0.0
CSMD3,45,71,5,5,0.7201851910941052,0.8057171222296345,0.14255581311224283,0.0938174071008493
KCNQ3,3,113,0,10,1.0,1.0,-0.0,-0.0
FAM135B,23,93,1,9,0.7340676156378645,0.6335534753768333,0.13426393498045483,0.19821672240495983
TSNARE1,4,112,0,10,1.0,1.0,-0.0,-0.0
GML,2,114,0,10,1.0,1.0,-0.0,-0.0
GPIHBP1,1,115,0,10,1.0,1.0,-0.0,-0.0
PLEC,15,101,0,10,0.48224428276976994,1.0,0.31673291241660034,-0.0
DENND4C,0,116,0,10,1.0,1.0,-0.0,-0.0
MOB3B,0,116,0,10,1.0,1.0,-0.0,-0.0
LINGO2,7,109,0,10,0.9362897085640212,1.0,0.028589750232883977,-0.0
TOPORS,2,114,0,10,1.0,1.0,-0.0,-0.0
TAF1L,15,101,0,10,0.48224428276976994,1.0,0.31673291241660034,-0.0
ARHGEF39,0,116,0,10,1.0,1.0,-0.0,-0.0
SPATA31A3,5,111,0,10,1.0,1.0,-0.0,-0.0
SPATA31B1P,1,115,0,10,1.0,1.0,-0.0,-0.0
ROR2,12,104,0,10,0.6115153775936542,1.0,0.21359261741739594,-0.0
ZNF484,2,114,0,10,1.0,1.0,-0.0,-0.0
NUTM2F,1,115,0,10,1.0,1.0,-0.0,-0.0
PPP3R2,1,115,0,10,1.0,1.0,-0.0,-0.0
OR13F1,6,110,0,10,1.0,1.0,-0.0,-0.0
KIAA1958,2,114,0,10,1.0,1.0,-0.0,-0.0
PAPPA,7,109,0,10,0.9362897085640212,1.0,0.028589750232883977,-0.0
TTLL11,2,114,0,10,1.0,1.0,-0.0,-0.0
GAPVD1,3,113,0,10,1.0,1.0,-0.0,-0.0
PPP1R26,4,112,0,10,1.0,1.0,-0.0,-0.0
UAP1L1,1,115,0,10,1.0,1.0,-0.0,-0.0
TUBB8,3,113,0,10,1.0,1.0,-0.0,-0.0
PFKP,2,114,0,10,1.0,1.0,-0.0,-0.0
USP6NL,4,112,0,10,1.0,1.0,-0.0,-0.0
MRC1,9,107,2,8,0.4641407646958412,0.5981614526835282,0.33335028655837456,0.2231815776407768
MSRB2,2,114,0,10,1.0,1.0,-0.0,-0.0
ANKRD26,6,110,0,10,1.0,1.0,-0.0,-0.0
KIAA1462,4,112,0,10,1.0,1.0,-0.0,-0.0
ZNF33B,3,113,0,10,1.0,1.0,-0.0,-0.0
FAM13C,3,113,0,10,1.0,1.0,-0.0,-0.0
STOX1,3,113,0,10,1.0,1.0,-0.0,-0.0
ADAMTS14,6,110,0,10,1.0,1.0,-0.0,-0.0
USP54,2,114,0,10,1.0,1.0,-0.0,-0.0
TLL2,12,104,0,10,0.6115153775936542,1.0,0.21359261741739594,-0.0
C10orf2,3,113,0,10,1.0,1.0,-0.0,-0.0
PPRC1,2,114,0,10,1.0,1.0,-0.0,-0.0
CYP17A1,3,113,0,10,1.0,1.0,-0.0,-0.0
CFAP43,5,111,0,10,1.0,1.0,-0.0,-0.0
ANO9,0,116,0,10,1.0,1.0,-0.0,-0.0
ART1,0,116,0,10,1.0,1.0,-0.0,-0.0
OR51S1,4,112,0,10,1.0,1.0,-0.0,-0.0
OR51G2,5,111,0,10,1.0,1.0,-0.0,-0.0
OR52A1,2,114,0,10,1.0,1.0,-0.0,-0.0
IGSF22,3,113,0,10,1.0,1.0,-0.0,-0.0
OR5D18,4,112,1,9,0.8617165465138684,0.13361440253771611,0.06463556773601595,0.8741467259508353
OR5L2,7,109,0,10,0.9362897085640212,1.0,0.028589750232883977,-0.0
OR5T2,5,111,3,7,0.011708885861398172,1.0,1.9314844274952498,-0.0
OR5M10,5,111,1,9,0.9706063798879349,1.0,0.01295685835246719,-0.0
OR10W1,4,112,0,10,1.0,1.0,-0.0,-0.0
MS4A14,7,109,1,9,1.0,1.0,-0.0,-0.0
RAB3IL1,2,114,0,10,1.0,1.0,-0.0,-0.0
PAAF1,1,115,0,10,1.0,1.0,-0.0,-0.0
RPS3,1,115,0,10,1.0,1.0,-0.0,-0.0
CCDC89,2,114,0,10,1.0,1.0,-0.0,-0.0
EED,2,114,1,9,0.5712691995093714,1.0,0.24315919068427153,-0.0
BIRC2,0,116,0,10,1.0,1.0,-0.0,-0.0
ZC3H12C,4,112,0,10,1.0,1.0,-0.0,-0.0
NCAM1,7,109,1,9,1.0,1.0,-0.0,-0.0
TRIM29,4,112,0,10,1.0,1.0,-0.0,-0.0
ST3GAL4,1,115,0,10,1.0,1.0,-0.0,-0.0
KRAS,39,77,2,8,0.5958558099912381,0.8078100872189623,0.22485882163778168,0.09269072804622237
ALG10,2,114,0,10,1.0,1.0,-0.0,-0.0
KMT2D,16,100,0,10,0.4460425086527412,1.0,0.35062375027083026,-0.0
SLC11A2,1,115,0,10,1.0,1.0,-0.0,-0.0
OR9K2,1,115,0,10,1.0,1.0,-0.0,-0.0
RDH16,1,115,0,10,1.0,1.0,-0.0,-0.0
FAM19A2,3,113,0,10,1.0,1.0,-0.0,-0.0
TBK1,1,115,0,10,1.0,1.0,-0.0,-0.0
PPFIA2,5,111,0,10,1.0,1.0,-0.0,-0.0
CCER1,4,112,0,10,1.0,1.0,-0.0,-0.0
LUM,2,114,0,10,1.0,1.0,-0.0,-0.0
CMKLR1,2,114,0,10,1.0,1.0,-0.0,-0.0
CUX2,12,104,0,10,0.6115153775936542,1.0,0.21359261741739594,-0.0
TBX5,5,111,0,10,1.0,1.0,-0.0,-0.0
MED13L,4,112,0,10,1.0,1.0,-0.0,-0.0
PEBP1,0,116,0,10,1.0,1.0,-0.0,-0.0
TAOK3,1,115,0,10,1.0,1.0,-0.0,-0.0
SBNO1,2,114,0,10,1.0,1.0,-0.0,-0.0
MMP17,4,112,2,8,0.1130903547890098,1.0,0.946574433452386,-0.0
SKA3,0,116,0,10,1.0,1.0,-0.0,-0.0
VWA8,1,115,0,10,1.0,1.0,-0.0,-0.0
DGKH,3,113,0,10,1.0,1.0,-0.0,-0.0
SPERT,4,112,1,9,0.8617165465138684,0.6830913983096087,0.06463556773601595,0.16552118339626223
KPNA3,2,114,0,10,1.0,1.0,-0.0,-0.0
ALG11,3,113,0,10,1.0,1.0,-0.0,-0.0
CKAP2,0,116,1,9,0.11820656765178046,1.0,0.9273583930343916,-0.0
POU4F1,3,113,0,10,1.0,1.0,-0.0,-0.0
ERCC5,4,112,0,10,1.0,1.0,-0.0,-0.0
RNASE12,2,114,1,9,0.5712691995093714,1.0,0.24315919068427153,-0.0
LRRC16B,0,116,1,9,0.11820656765178046,1.0,0.9273583930343916,-0.0
PRKD1,5,111,2,8,0.17418498245263997,1.0,0.7589892908845806,-0.0
SFTA3,2,114,0,10,1.0,1.0,-0.0,-0.0
NIN,9,107,0,10,0.7839122937656098,1.0,0.10573252464256368,-0.0
PELI2,1,115,0,10,1.0,1.0,-0.0,-0.0
SYNE2,9,107,0,10,0.7839122937656098,1.0,0.10573252464256368,-0.0
ESRRB,5,111,0,10,1.0,1.0,-0.0,-0.0
VASH1,1,115,0,10,1.0,1.0,-0.0,-0.0
POMT2,2,114,1,9,0.5712691995093714,1.0,0.24315919068427153,-0.0
TTC7B,2,114,0,10,1.0,1.0,-0.0,-0.0
UNC79,17,99,0,10,0.4126589696791706,1.0,0.3844087104968835,-0.0
BCL11B,5,111,0,10,1.0,1.0,-0.0,-0.0
SNORD114-15,0,116,0,10,1.0,1.0,-0.0,-0.0
CYFIP1,5,111,0,10,1.0,1.0,-0.0,-0.0
SNORD115-17,1,115,0,10,1.0,1.0,-0.0,-0.0
MEIS2,3,113,0,10,1.0,1.0,-0.0,-0.0
CAPN3,1,115,0,10,1.0,1.0,-0.0,-0.0
TPM1,1,115,0,10,1.0,1.0,-0.0,-0.0
VWA9,1,115,0,10,1.0,1.0,-0.0,-0.0
CHRNB4,1,115,0,10,1.0,1.0,-0.0,-0.0
BNC1,8,108,0,10,0.8553036354704221,1.0,0.0678796819970813,-0.0
DNM1P47,0,116,0,10,1.0,1.0,-0.0,-0.0
RAB40C,2,114,0,10,1.0,1.0,-0.0,-0.0
GNG13,1,115,0,10,1.0,1.0,-0.0,-0.0
MLST8,2,114,0,10,1.0,1.0,-0.0,-0.0
PPL,3,113,1,9,0.7314914426843505,1.0,0.13579075008098673,-0.0
GRIN2A,9,107,0,10,0.7839122937656098,1.0,0.10573252464256368,-0.0
MYH11,8,108,0,10,0.8553036354704221,1.0,0.0678796819970813,-0.0
SMG1,6,110,2,8,0.2423144161580243,0.1489146731787657,0.6156207473497575,0.827062507307554
TMC7,0,116,0,10,1.0,1.0,-0.0,-0.0
GP2,9,107,0,10,0.7839122937656098,1.0,0.10573252464256368,-0.0
ACSM2A,2,114,1,9,0.5712691995093714,1.0,0.24315919068427153,-0.0
GTF3C1,12,104,1,9,1.0,0.7150006546880893,-0.0,0.14569356053836782
ALDOA,2,114,0,10,1.0,1.0,-0.0,-0.0
ITGAL,4,112,1,9,0.8617165465138684,1.0,0.06463556773601595,-0.0
ZNF423,11,105,2,8,0.6119176807533548,1.0,0.21330699811454049,-0.0
ADCY7,1,115,0,10,1.0,1.0,-0.0,-0.0
HYDIN,10,106,4,6,0.012236751617023487,0.15472892348537853,1.9123338552325806,0.8104284960227981
CALB2,2,114,1,9,0.5712691995093714,1.0,0.24315919068427153,-0.0
ADAMTS18,6,110,0,10,1.0,1.0,-0.0,-0.0
MVD,0,116,0,10,1.0,1.0,-0.0,-0.0
TP53,56,60,5,5,1.0,0.7013276329273718,-0.0,0.15407904917842882
ALOX12B,3,113,0,10,1.0,1.0,-0.0,-0.0
ZNF18,2,114,0,10,1.0,1.0,-0.0,-0.0
SMCR8,1,115,0,10,1.0,1.0,-0.0,-0.0
UTP6,1,115,0,10,1.0,1.0,-0.0,-0.0
RFFL,1,115,0,10,1.0,1.0,-0.0,-0.0
IKZF3,0,116,0,10,1.0,1.0,-0.0,-0.0
COIL,1,115,0,10,1.0,1.0,-0.0,-0.0
APOH,2,114,0,10,1.0,1.0,-0.0,-0.0
PRKAR1A,0,116,0,10,1.0,1.0,-0.0,-0.0
OTOP2,1,115,0,10,1.0,1.0,-0.0,-0.0
LAMA1,14,102,0,10,0.5216032827433703,1.0,0.2826596840076452,-0.0
CHMP1B,0,116,0,10,1.0,1.0,-0.0,-0.0
MIB1,4,112,0,10,1.0,1.0,-0.0,-0.0
LAMA3,7,109,1,9,1.0,1.0,-0.0,-0.0
OSBPL1A,5,111,0,10,1.0,1.0,-0.0,-0.0
DSC2,3,113,1,9,0.7314914426843505,1.0,0.13579075008098673,-0.0
ASXL3,22,94,0,10,0.27936250402592355,1.0,0.5538318852204888,-0.0
SYT4,3,113,0,10,1.0,1.0,-0.0,-0.0
SLC14A2,4,112,0,10,1.0,1.0,-0.0,-0.0
ALPK2,7,109,1,9,1.0,0.7750969621959847,-0.0,0.11064396521932071
CDH7,13,103,0,10,0.5645275908508042,1.0,0.24831482741229685,-0.0
ZNF407,2,114,1,9,0.5712691995093714,0.4795001221869535,0.24315919068427153,0.31921127782572034
C19orf26,1,115,0,10,1.0,1.0,-0.0,-0.0
JSRP1,1,115,0,10,1.0,1.0,-0.0,-0.0
HMG20B,0,116,0,10,1.0,1.0,-0.0,-0.0
ZFR2,3,113,0,10,1.0,1.0,-0.0,-0.0
ACTL9,4,112,0,10,1.0,1.0,-0.0,-0.0
OR2Z1,2,114,1,9,0.5712691995093714,1.0,0.24315919068427153,-0.0
MUC16,50,66,4,6,1.0,0.845883256433862,-0.0,0.07268957145877247
GCDH,1,115,0,10,1.0,1.0,-0.0,-0.0
CYP4F2,7,109,0,10,0.9362897085640212,1.0,0.028589750232883977,-0.0
NWD1,5,111,0,10,1.0,1.0,-0.0,-0.0
NCAN,12,104,1,9,1.0,0.0014961642897455493,-0.0,2.8250207151531086
ZNF99,8,108,2,8,0.38911341091233376,1.0,0.4099238008465921,-0.0
ZNF536,22,94,1,9,0.7813007137525041,0.44186723010729523,0.10718177894316608,0.35470820552368115
PEPD,0,116,0,10,1.0,1.0,-0.0,-0.0
KCTD15,0,116,0,10,1.0,1.0,-0.0,-0.0
PRODH2,2,114,1,9,0.5712691995093714,1.0,0.24315919068427153,-0.0
HKR1,6,110,0,10,1.0,1.0,-0.0,-0.0
RYR1,22,94,2,8,1.0,0.33777538828723486,-0.0,0.47137199810558805
AC092071.1,0,116,0,10,1.0,1.0,-0.0,-0.0
DEDD2,0,116,0,10,1.0,1.0,-0.0,-0.0
TMEM145,3,113,0,10,1.0,1.0,-0.0,-0.0
ZNF233,0,116,1,9,0.11820656765178046,1.0,0.9273583930343916,-0.0
DMWD,1,115,0,10,1.0,1.0,-0.0,-0.0
DHX34,6,110,0,10,1.0,1.0,-0.0,-0.0
EMP3,3,113,0,10,1.0,1.0,-0.0,-0.0
SPHK2,1,115,0,10,1.0,1.0,-0.0,-0.0
MYBPC2,2,114,1,9,0.5712691995093714,1.0,0.24315919068427153,-0.0
NLRP12,8,108,0,10,0.8553036354704221,1.0,0.0678796819970813,-0.0
LILRB5,11,105,1,9,1.0,1.0,-0.0,-0.0
LILRA2,9,107,0,10,0.7839122937656098,1.0,0.10573252464256368,-0.0
KIR3DL1,6,110,0,10,1.0,1.0,-0.0,-0.0
SYT5,1,115,0,10,1.0,1.0,-0.0,-0.0
ZNF304,7,109,0,10,0.9362897085640212,1.0,0.028589750232883977,-0.0
RSPO4,2,114,0,10,1.0,1.0,-0.0,-0.0
CPXM1,4,112,0,10,1.0,1.0,-0.0,-0.0
BPIFB6,3,113,0,10,1.0,1.0,-0.0,-0.0
SPAG4,2,114,0,10,1.0,1.0,-0.0,-0.0
ELMO2,2,114,0,10,1.0,1.0,-0.0,-0.0
KCNB1,9,107,0,10,0.7839122937656098,1.0,0.10573252464256368,-0.0
MC3R,6,110,0,10,1.0,1.0,-0.0,-0.0
HRH3,1,115,0,10,1.0,1.0,-0.0,-0.0
COL20A1,6,110,1,9,1.0,1.0,-0.0,-0.0
SYNJ1,7,109,0,10,0.9362897085640212,1.0,0.028589750232883977,-0.0
SON,3,113,0,10,1.0,1.0,-0.0,-0.0
KCNE1,0,116,0,10,1.0,1.0,-0.0,-0.0
